窮屈	きゅうくつ		narrow, tight, stiff, rigid, uneasy, formal, constrained
休憩	きゅうけい		rest, break, recess, intermission
急激	きゅうげき		sudden, precipitous, radical
急行	きゅうこう		express train
休講	きゅうこう		lecture cancelled
球根	きゅうこん		(plant) bulb
救済	きゅうさい		relief, aid, rescue, salvation, help
給仕	きゅうじ		office boy (girl), page, waiter
吸収	きゅうしゅう		absorption, suction, attraction
救助	きゅうじょ		relief, aid, rescue
給食	きゅうしょく		school lunch, providing a meal
休戦	きゅうせん		truce, armistice
休息	きゅうそく		rest, relief, relaxation
急速	きゅうそく		rapid (e.g. progress)
旧知	きゅうち		old friend, old friendship
宮殿	きゅうでん		palace
急に	きゅうに		suddenly
窮乏	きゅうぼう		poverty
給与	きゅうよ		allowance, grant, supply
休養	きゅうよう		rest, break, recreation
給料	きゅうりょう		salary, wages
丘陵	きゅうりょう		hill
寄与	きよ		contribution, service
清い	きよい		clear, pure, noble
今日2	きょう		today, this day
共	きょう		both, neither (neg), all, and, as well as, including, with, together with, plural ending
供	きょう		offer, present, submit, serve (a meal), supply
器用	きよう		skillful, handy
驚異	きょうい		wonder, miracle
教員	きょういん		teaching staff
強化	きょうか		strengthen, intensify, reinforce, solidify
教科	きょうか		subject, curriculum
境界	きょうかい		boundary
協会	きょうかい		association, society, organization
教会	きょうかい		church
共学	きょうがく		coeducation
教科書	きょうかしょ		text book
共感	きょうかん		sympathy, response
競技	きょうぎ		game, match, contest
協議	きょうぎ		conference, consultation, discussion, negotiation
供給	きょうきゅう		supply, provisions
境遇	きょうぐう		environment, circumstances
教訓	きょうくん		lesson, precept, moral instruction
強硬	きょうこう		firm, vigorous, unbending, unyielding, strong, stubborn
強行	きょうこう		forcing, enforcement
教材	きょうざい		teaching materials
凶作	きょうさく		bad harvest, poor crop
共産	きょうさん		communism
教師	きょうし		classroom teacher
教室	きょうしつ		classroom
享受	きょうじゅ		reception, acceptance, enjoyment, being given
教授	きょうじゅ		teaching, instruction, professor
教習	きょうしゅう		training, instruction
郷愁	きょうしゅう		nostalgia, homesickness
恐縮	きょうしゅく		shame, very kind of you, sorry to trouble
教職	きょうしょく		teaching certificate, the teaching profession
興じる	きょうじる		to amuse oneself, to make merry
強制	きょうせい		obligation, coercion, compulsion, enforcement
競争	きょうそう		compete
共存	きょうそん		coexistence
兄弟	きょうだい		siblings
姉妹1	きょうだい		sisters
協調	きょうちょう		co-operation, conciliation, harmony, firm (market) tone
強調	きょうちょう		emphasis, stress, stressed point
共通	きょうつう		commonness, community
協定	きょうてい		arrangement, pact, agreement
共同	きょうどう		cooperation, association, collaboration, joint
脅迫	きょうはく		threat, menace, coercion, terrorism
恐怖	きょうふ		be afraid, dread, dismay, terror
興味	きょうみ		interest
共鳴	きょうめい		resonance, sympathy
教養	きょうよう		culture, education, refinement, cultivation
郷里	きょうり		birth-place, home town
強力	きょうりょく		powerful, strong
協力	きょうりょく		cooperation, collaboration
強烈	きょうれつ		strong, intense, severe
共和	きょうわ		republicanism, cooperation
許可	きょか		permission, approval
局	きょく		channel (i.e. TV or radio), department, affair, situation
曲	きょく		tune, piece of music
局限	きょくげん		limit, localize
曲線	きょくせん		curve
極端	きょくたん		extreme, extremity
居住	きょじゅう		residence
拒絶	きょぜつ		refusal, rejection
巨大	きょだい		huge, gigantic, enormous
去年	きょねん		last year
拒否	きょひ		denial, veto, rejection, refusal
許容	きょよう		permission, pardon
清らか	きよらか		clean, pure, chaste
距離	きょり		distance, range
嫌い	きらい		dislike, hate
嫌う	きらう		hate, dislike, loathe
気楽	きらく		at ease, comfortable
切り	きり		limits, end, bounds, period, place to leave off, closing sentence, all there is, only, since
桐	きり		paulownia tree
霧	きり		fog, mist
切り替える	きりかえる		to change, to exchange, to convert, to renew, to throw a switch, to replace, to switch over
規律	きりつ		order, rules, law
気流	きりゅう		atmospheric current
切る	きる		cut, chop, hash, carve, saw, clip, shear, slice, strip, cut down, punch, sever (connections), pause, break off, disconnect, turn off, hang up, cross (a street), finish, be through, complete
斬る	きる		murder, behead
切れ	きれ		cloth, piece, cut, chop, strip, slice, scrap
奇麗	きれい		pretty, clean, nice, tidy, beautiful, fair
切れ目	きれめ		break, pause, gap, end, rift, interruption, cut, section, notch, incision, end (of a task)
切れる	きれる		be sharp (blade), break (off), snap, wear out, burst, collapse, be injured, be disconnected, be out of, expire, be shrewd, have a sharp mind
記録	きろく		record, minutes, document
際1	きわ		edge, brink, verge, side
木綿1	きわた		cotton
極めて	きわめて		exceedingly, extremely
気を付ける	きをつける		be careful, pay attention
金2	きん		metal, money, gold
僅	きん		a little, small quantity
禁煙	きんえん		No Smoking!
金額	きんがく		amount of money
近眼	きんがん		nearsightedness, shortsightedness, myopia
緊急	きんきゅう		urgent, pressing, emergency
金魚	きんぎょ		goldfish
近々1	きんきん		nearness, before long
金庫2	きんこ		safe, vault, treasury, provider of funds
均衡	きんこう		equilibrium, balance
近郊	きんこう		suburbs, outskirts
禁止	きんし		prohibition, ban
近視	きんし		shortsightedness
近所	きんじょ		neighbor hood
禁じる	きんじる		to prohibit
禁ずる	きんずる		to forbid, to suppress
金銭	きんせん		money, cash
金属	きんぞく		metal
近代	きんだい		present day
緊張	きんちょう		tension, mental strain, nervousness
筋肉	きんにく		muscle, sinew
勤勉	きんべん		industry, diligence
勤務	きんむ		service, duty, work
禁物	きんもつ		taboo, forbidden thing
金融	きんゆう		monetary circulation, credit situation
金曜	きんよう		Friday
金曜日	きんようび		Friday
勤労	きんろう		labor, exertion, diligent service
